Hostname;Architecture;Hostgroup;Product;Version;Discipline;Platform;Environment;Country;IP;OS;Creation date;Storage;Flavour;Description
cvm2ips33;rhv;mxwci03;postgresql;RH86_Ansible63;datasql;mx-work;int;MX;10.111.144.114,1.55.10.125;rhel-8.6;2023/11/18 - 00:39 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips34;rhv;mxwci03;postgresql;RH86_Ansible63;datasql;mx-work;int;MX;10.111.144.115,1.55.10.126;rhel-8.6;2023/11/18 - 05:39 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips35;rhv;pewci01;postgresql;RH86_Ansible63;datasql;mx-work;int;PE;10.111.144.116,1.55.10.127;rhel-8.6;2023/11/24 - 07:56 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips36;rhv;pewci01;postgresql;RH86_Ansible63;datasql;mx-work;int;PE;10.111.144.117,1.55.10.128;rhel-8.6;2023/11/24 - 08:30 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips37;rhv;cowci01;postgresql;RH86_Ansible63;datasql;mx-work;int;CO;10.111.144.120,1.55.10.131;rhel-8.6;2023/11/24 - 19:22 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips38;rhv;cowci01;postgresql;RH86_Ansible63;datasql;mx-work;int;CO;10.111.144.121,1.55.10.132;rhel-8.6;2023/11/24 - 20:21 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ips39;rhv;mxwci01;postgresql;RH86_Ansible63;datasql;mx-work;int;MX;10.111.144.140,1.55.10.13;rhel-8.6;2023/12/26 - 22:21 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1[50Gb] POSTGRE_DATA_4[50Gb] POSTGRE_DATA_4;-;Install Postgres DB
cvm2ips40;rhv;mxwci01;postgresql;RH86_Ansible63;datasql;mx-work;int;MX;10.111.144.141,1.55.10.14;rhel-8.6;2023/12/26 - 23:23 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1[50Gb] POSTGRE_DATA_4[50Gb] POSTGRE_DATA_4;-;Install Postgres DB
cvm2ops17;rhv;arwco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;AR;10.111.144.126,1.55.10.145;rhel-8.6;2023/11/28 - 19:42 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops18;rhv;arwco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;AR;10.111.144.127,1.55.10.150;rhel-8.6;2023/11/28 - 20:07 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops19;rhv;mxwco03;postgresql;RH86_Ansible63;datasql;mx-work;oct;MX;10.111.144.130,1.55.10.82;rhel-8.6;2023/11/30 - 16:29 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops20;rhv;mxwco03;postgresql;RH86_Ansible63;datasql;mx-work;oct;MX;10.111.144.129,1.55.10.59;rhel-8.6;2023/11/30 - 17:14 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops21;rhv;pewco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;PE;10.111.144.134,1.55.10.153;rhel-8.6;2023/12/01 - 20:48 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops22;rhv;pewco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;PE;10.111.144.135,1.55.10.154;rhel-8.6;2023/12/04 - 16:27 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops23;rhv;cowco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;CO;10.111.144.138,1.55.10.157;rhel-8.6;2023/12/05 - 16:07 CEST;[20Gb] POSTGRE_META_4[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ops24;rhv;cowco01;postgresql;RH86_Ansible63;datasql;mx-work;oct;CO;10.111.144.139,1.55.10.158;rhel-8.6;2023/12/05 - 16:40 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2pps99;rhv;mxlcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.46,1.55.0.11;rhel-8.6;2024/01/12 - 20:56 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsaa;rhv;mxlcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.101,1.55.0.13;rhel-8.6;2024/01/14 - 08:22 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsab;rhv;arlcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;AR;10.55.12.102,1.55.0.14;rhel-8.6;2024/01/26 - 01:25 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsac;rhv;arlcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;AR;10.55.12.103,1.55.0.15;rhel-8.6;2024/01/26 - 02:07 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsad;rhv;colcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;CO;10.55.12.104,1.55.0.16;rhel-8.6;2024/01/26 - 02:59 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsae;rhv;colcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;CO;10.55.12.105,1.55.0.17;rhel-8.6;2024/01/26 - 04:05 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsaf;rhv;mxlcp05;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.106,1.55.0.18;rhel-8.6;2024/01/26 - 04:42 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsag;rhv;mxlcp05;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.107,1.55.0.19;rhel-8.6;2024/01/26 - 05:37 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsah;rhv;pelcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;PE;10.55.12.108,1.55.0.22;rhel-8.6;2024/01/29 - 18:12 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsai;rhv;pelcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;PE;10.55.12.109,1.55.0.28;rhel-8.6;2024/01/29 - 18:44 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsaj;rhv;arlcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;AR;10.55.12.110,1.55.0.29;rhel-8.6;2024/01/29 - 19:39 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsak;rhv;arlcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;AR;10.55.12.111,1.55.0.30;rhel-8.6;2024/01/29 - 20:05 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsal;rhv;arlcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;AR;10.55.12.112,1.55.0.36;rhel-8.6;2024/01/29 - 20:31 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsam;rhv;mxlcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.115,1.55.0.37;rhel-8.6;2024/01/29 - 22:37 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsan;rhv;mxlcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.116,1.55.0.45;rhel-8.6;2024/01/29 - 23:02 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsao;rhv;mxlcp03;postgresql;RH86_Ansible63;datasql;mx-live;pro;MX;10.55.12.117,1.55.0.46;rhel-8.6;2024/01/29 - 23:27 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsap;rhv;colcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;CO;10.55.12.118,1.55.0.48;rhel-8.6;2024/01/29 - 23:51 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsaq;rhv;colcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;CO;10.55.12.119,1.55.0.49;rhel-8.6;2024/01/30 - 00:19 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsar;rhv;colcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;CO;10.55.12.123,1.55.0.53;rhel-8.6;2024/01/30 - 00:43 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsas;rhv;pelcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;PE;10.55.12.124,1.55.0.54;rhel-8.6;2024/01/30 - 01:15 CEST;[20Gb] POSTGRE_META_3[50Gb] POSTGRE_WAL_3[50Gb] POSTGRE_DATA_2[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsat;rhv;pelcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;PE;10.55.12.141,1.55.0.55;rhel-8.6;2024/01/30 - 01:54 CEST;[20Gb] POSTGRE_META_1[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2ppsau;rhv;pelcp01;postgresql;RH86_Ansible63;datasql;mx-live;pro;PE;10.55.12.142,1.55.0.56;rhel-8.6;2024/01/30 - 02:20 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_2[50Gb] POSTGRE_DATA_4[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2rps05;rhv;mxwct03;postgresql;RH86_Ansible63;datasql;mx-work;pre;MX;10.111.144.110,1.55.10.120;rhel-8.6;2023/10/26 - 18:26 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_1[50Gb] POSTGRE_DATA_3[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2rps06;rhv;mxwct03;postgresql;RH86_Ansible63;datasql;mx-work;pre;MX;10.111.144.106,1.55.10.106;rhel-8.6;2023/10/26 - 21:21 CEST;[20Gb] POSTGRE_META_2[50Gb] POSTGRE_WAL_4[50Gb] POSTGRE_DATA_1[40Gb] POSTGRE_SO_1;-;Install Postgres DB
cvm2voaab;rhv;MXWC50;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.129,1.55.4.15;rhel-8.4;2022/07/20 - 19:30 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaac;rhv;MXWC50;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.130,1.55.4.20;rhel-8.4;2022/07/20 - 19:30 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaad;rhv;MXWC51;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.92,1.55.4.25;rhel-8.4;2022/07/26 - 17:46 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaae;rhv;MXWC51;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.115,1.55.4.32;rhel-8.4;2022/07/26 - 17:46 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaaf;rhv;MXWC52;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.133,1.55.4.59;rhel-8.4;2022/07/28 - 16:45 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaag;rhv;MXWC52;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.143,1.55.4.60;rhel-8.4;2022/07/28 - 16:45 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaah;rhv;MXWC53;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.160,1.55.4.61;rhel-8.4;2022/07/29 - 16:38 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaai;rhv;MXWC53;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.161,1.55.4.66;rhel-8.4;2022/07/29 - 16:38 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaaq;rhv;MXWC55;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.48,1.55.4.43;rhel-8.4;2022/10/29 - 00:07 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaar;rhv;MXWC55;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.52,1.55.4.44;rhel-8.4;2022/10/29 - 00:07 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaas;rhv;CRWC50;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.33,1.55.4.21;rhel-8.4;2022/11/28 - 23:13 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaat;rhv;CRWC50;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.145.34,1.55.4.22;rhel-8.4;2022/11/28 - 23:13 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabe;rhv;CRWC59;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.145.80,1.55.4.16;rhel-8.4;2023/02/03 - 20:46 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabf;rhv;CRWC59;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.145.81,1.55.4.17;rhel-8.4;2023/02/03 - 20:46 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabs;rhv;CRWC55;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.27,1.55.4.11;rhel-8.4;2023/02/24 - 20:46 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabt;rhv;CRWC55;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.28,1.55.4.12;rhel-8.4;2023/02/24 - 20:46 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabu;rhv;CRWC56;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.29,1.55.4.39;rhel-8.4;2023/02/24 - 21:36 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabv;rhv;CRWC56;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.30,1.55.4.40;rhel-8.4;2023/02/24 - 21:36 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabw;rhv;CRWC57;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.31,1.55.4.41;rhel-8.4;2023/02/25 - 01:18 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voabx;rhv;CRWC57;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.32,1.55.4.42;rhel-8.4;2023/02/25 - 01:18 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaca;rhv;MXWC56;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.55,1.55.4.52;rhel-8.4;2023/05/04 - 01:00 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacb;rhv;MXWC56;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.56,1.55.4.53;rhel-8.4;2023/05/04 - 01:00 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacc;rhv;MXWC57;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.57,1.55.4.54;rhel-8.4;2023/05/04 - 16:45 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacd;rhv;MXWC57;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.58,1.55.4.55;rhel-8.4;2023/05/04 - 16:45 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voace;rhv;MXWC58;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.59,1.55.4.56;rhel-8.4;2023/05/04 - 18:18 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacf;rhv;MXWC58;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.60,1.55.4.57;rhel-8.4;2023/05/04 - 18:18 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacg;rhv;MXWC59;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.61,1.55.4.58;rhel-8.4;2023/05/04 - 19:01 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voach;rhv;MXWC59;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.62,1.55.4.67;rhel-8.4;2023/05/04 - 19:01 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaci;rhv;MXWC60;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.83,1.55.4.37;rhel-8.4;2023/05/17 - 16:45 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacj;rhv;MXWC60;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.84,1.55.4.38;rhel-8.4;2023/05/17 - 16:45 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voack;rhv;MXWC60;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.85,1.55.4.69;rhel-8.4;2023/05/17 - 16:45 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacn;rhv;CRWC58;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.38,1.55.4.23;rhel-8.4;2023/06/20 - 17:23 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voaco;rhv;CRWC58;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.39,1.55.4.24;rhel-8.4;2023/06/20 - 17:23 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacp;rhv;CRWC58;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.53,1.55.4.33;rhel-8.4;2023/06/20 - 17:23 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacu;rhv;mxlem2;oracvir;RH84_Ansible41;datasql;mx-live;ora;MX;10.55.12.78,1.55.0.12;rhel-8.4;2023/09/19 - 04:42 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacv;rhv;MXWEM2;oracvir;RH84_Ansible41;datasql;mx-work;ora;MX;10.111.144.103,1.55.4.26;rhel-8.4;2023/09/29 - 05:26 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacw;rhv;CRWC60;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.151,1.55.4.14;rhel-8.4;2024/01/30 - 17:36 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacx;rhv;CRWC60;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.152,1.55.4.27;rhel-8.4;2024/01/30 - 17:36 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacy;rhv;CRWC61;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.158,1.55.4.28;rhel-8.4;2024/02/08 - 22:07 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voacz;rhv;CRWC61;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.159,1.55.4.34;rhel-8.4;2024/02/08 - 22:07 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voade;rhv;CRWC64;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.96,1.55.4.19;rhel-8.4;2024/04/30 - 22:39 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadf;rhv;CRWC64;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.100,1.55.4.63;rhel-8.4;2024/04/30 - 22:39 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadg;rhv;CRWC70;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.54,1.55.4.13;rhel-8.4;2024/05/14 - 00:28 CEST;[400Gb] ORA1_BIN_3[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadh;rhv;CRWC70;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.95,1.55.4.18;rhel-8.4;2024/05/14 - 00:28 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadi;rhv;CRWC71;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.167,1.55.4.35;rhel-8.4;2024/05/20 - 20:13 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadj;rhv;CRWC71;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.168,1.55.4.62;rhel-8.4;2024/05/20 - 20:13 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadk;rhv;CRWC72;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.172,1.55.4.65;rhel-8.4;2024/05/20 - 20:41 CEST;[400Gb] ORA1_BIN_5[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadl;rhv;CRWC72;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.173,1.55.4.70;rhel-8.4;2024/05/20 - 20:41 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadm;rhv;CRWC73;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.177,1.55.4.71;rhel-8.4;2024/05/20 - 21:12 CEST;[400Gb] ORA1_BIN_1[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadn;rhv;CRWC73;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.178,1.55.4.72;rhel-8.4;2024/05/20 - 21:12 CEST;[400Gb] ORA1_BIN_2[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
cvm2voadq;rhv;CRWC74;oracvir;RH84_Ansible41;datasql;mx-work;ora;CR;10.111.144.206,1.55.4.29;rhel-8.4;2024/06/27 - 21:23 CEST;[400Gb] ORA1_BIN_4[40Gb] ORA1_SO_1;-;Instalacion Oracle RAC
